Policy_ID,Customer_ID,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Total_Discounts,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Premium_Adjustment_Credit,Premium_Adjustment_Region
P8065,8065,86,>5 years,0,Full Coverage,0,2386,0,6,1,3,1,2,12,50,100
P8066,8066,86,>5 years,0,Full Coverage,0,2286,0,24,1,5,1,2,12,-50,100
P8067,8067,86,<1 year,100,Full Coverage,0,2486,0,25,1,4,0,2,7,50,100
P8068,8068,0,<1 year,100,Full Coverage,0,2300,0,16,1,2,0,1,9,-50,100
P8069,8069,86,1-5 years,50,Full Coverage,0,2436,0,4,1,8,1,3,8,-50,100
P8070,8070,86,<1 year,100,Full Coverage,0,2386,0,25,1,5,1,2,1,50,0
P8071,8071,86,1-5 years,50,Full Coverage,0,2336,0,19,0,6,4,2,99,-50,100
P8072,8072,86,1-5 years,50,Full Coverage,0,2286,50,22,1,4,2,1,13,50,0
P8073,8073,0,1-5 years,50,Liability-Only,-200,2150,0,10,1,3,3,2,14,-50,50
P8074,8074,0,1-5 years,50,Liability-Only,-200,2100,0,25,0,6,3,2,99,50,50
P8075,8075,0,1-5 years,50,Liability-Only,-200,2100,50,18,1,2,0,2,1,50,100
P8076,8076,0,1-5 years,50,Liability-Only,-200,2050,50,19,1,2,5,3,8,50,50
P8077,8077,0,<1 year,100,Full Coverage,0,2250,50,14,1,0,2,3,4,-50,0
P8078,8078,0,1-5 years,50,Full Coverage,0,2300,0,10,1,3,2,1,1,50,50
P8079,8079,86,1-5 years,50,Liability-Only,-200,2186,0,3,1,7,4,3,8,50,50
P8080,8080,86,>5 years,0,Liability-Only,-200,2036,0,5,1,6,2,2,6,-50,0
P8081,8081,86,>5 years,0,Full Coverage,0,2186,100,30,1,7,7,1,8,50,0
P8082,8082,86,>5 years,0,Liability-Only,-200,2236,50,11,0,3,0,3,99,50,100
P8083,8083,0,1-5 years,50,Full Coverage,0,2350,0,3,1,5,2,2,5,50,100
P8084,8084,0,<1 year,100,Liability-Only,-200,2100,100,2,1,5,2,2,13,50,0
P8085,8085,86,<1 year,100,Full Coverage,0,2286,50,7,1,6,4,3,9,-50,0
P8086,8086,0,>5 years,0,Full Coverage,0,2400,50,25,0,6,2,3,99,50,50
P8087,8087,0,1-5 years,50,Liability-Only,-200,2050,100,5,0,13,3,3,99,50,100
P8088,8088,86,1-5 years,50,Full Coverage,0,2236,50,20,0,7,0,2,99,-50,50
P8089,8089,0,<1 year,100,Full Coverage,0,2300,0,30,0,8,1,3,99,-50,100
P8090,8090,0,<1 year,100,Liability-Only,-200,2100,50,20,0,6,3,3,99,-50,50
P8091,8091,0,>5 years,0,Full Coverage,0,2200,0,1,0,8,0,3,99,-50,100
P8092,8092,0,1-5 years,50,Full Coverage,0,2250,50,25,0,7,3,2,99,50,50
P8093,8093,86,1-5 years,50,Liability-Only,-200,2286,50,15,1,4,3,1,1,50,100
P8094,8094,86,<1 year,100,Full Coverage,0,2336,0,16,0,6,3,2,99,-50,50
P8095,8095,86,1-5 years,50,Liability-Only,-200,2086,50,15,1,7,3,3,5,-50,0
P8096,8096,0,>5 years,0,Full Coverage,0,2300,50,15,0,5,3,3,99,50,100
P8097,8097,86,1-5 years,50,Full Coverage,0,2286,50,29,1,7,5,1,13,-50,100
P8098,8098,86,>5 years,0,Full Coverage,0,2136,50,27,1,3,3,1,3,-50,0
P8099,8099,0,1-5 years,50,Full Coverage,0,2150,50,25,1,1,3,2,1,-50,50
P8100,8100,0,1-5 years,50,Liability-Only,-200,2150,0,13,0,2,3,3,99,50,100
P8101,8101,0,<1 year,100,Full Coverage,0,2300,0,15,1,8,1,2,3,-50,100
P8102,8102,86,>5 years,0,Liability-Only,-200,2086,50,1,1,8,0,2,11,50,50
P8103,8103,86,1-5 years,50,Full Coverage,0,2336,0,14,0,3,2,1,99,-50,100
P8104,8104,86,<1 year,100,Liability-Only,-200,2186,0,3,1,9,1,1,12,50,0
P8105,8105,0,1-5 years,50,Liability-Only,-200,2150,50,6,1,4,0,2,14,-50,100
P8106,8106,86,<1 year,100,Full Coverage,0,2436,50,1,0,6,2,3,99,-50,100
P8107,8107,0,<1 year,100,Full Coverage,0,2400,0,5,0,3,2,2,99,50,100
P8108,8108,0,1-5 years,50,Full Coverage,0,2150,0,19,1,3,1,3,1,-50,0
P8109,8109,86,1-5 years,50,Liability-Only,-200,2086,50,3,0,6,3,3,99,-50,100
P8110,8110,86,>5 years,0,Full Coverage,0,2386,50,14,0,6,3,1,99,-50,50
P8111,8111,0,<1 year,100,Full Coverage,0,2300,0,1,0,6,1,3,99,-50,100
P8112,8112,0,1-5 years,50,Full Coverage,0,2150,0,26,1,5,3,2,8,-50,0
P8113,8113,86,<1 year,100,Liability-Only,-200,2186,0,2,1,7,1,1,12,-50,100
P8114,8114,86,<1 year,100,Full Coverage,0,2386,50,8,0,5,3,2,99,-50,100
P8115,8115,86,>5 years,0,Liability-Only,-200,2086,0,30,0,1,2,3,99,-50,100
P8116,8116,0,>5 years,0,Liability-Only,-200,1950,0,8,0,6,2,1,99,-50,50
P8117,8117,0,>5 years,0,Full Coverage,0,2500,0,6,0,8,1,2,99,50,100
P8118,8118,86,1-5 years,50,Full Coverage,0,2386,50,10,1,3,1,3,7,-50,100
P8119,8119,0,1-5 years,50,Full Coverage,0,2200,50,1,0,9,5,2,99,-50,100
P8120,8120,0,>5 years,0,Liability-Only,-200,1900,100,17,1,7,3,2,8,-50,100
P8121,8121,86,1-5 years,50,Full Coverage,0,2236,0,14,1,6,0,1,14,-50,0
P8122,8122,0,<1 year,100,Liability-Only,-200,2100,0,25,1,9,1,2,4,-50,100
P8123,8123,86,>5 years,0,Full Coverage,0,2136,50,12,0,6,3,3,99,-50,0
P8124,8124,0,1-5 years,50,Liability-Only,-200,2000,0,20,0,5,1,2,99,-50,0
P8125,8125,0,>5 years,0,Liability-Only,-200,2050,50,7,1,7,1,1,14,-50,100
P8126,8126,86,<1 year,100,Full Coverage,0,2436,0,5,0,6,0,3,99,50,50
P8127,8127,0,1-5 years,50,Liability-Only,-200,2100,50,23,1,4,5,2,4,50,50
P8128,8128,0,1-5 years,50,Full Coverage,0,2200,50,29,0,2,4,3,99,-50,100
P8129,8129,0,>5 years,0,Liability-Only,-200,2000,50,6,1,6,3,3,11,-50,100
P8130,8130,86,<1 year,100,Full Coverage,0,2386,50,27,1,5,2,1,2,50,50
P8131,8131,0,>5 years,0,Liability-Only,-200,2150,0,13,0,11,3,2,99,50,100
P8132,8132,0,<1 year,100,Full Coverage,0,2250,50,5,1,4,2,1,1,-50,100
P8133,8133,0,<1 year,100,Liability-Only,-200,2250,0,4,1,5,2,1,1,50,100
P8134,8134,0,1-5 years,50,Full Coverage,0,2250,0,10,0,2,1,3,99,-50,100
P8135,8135,86,1-5 years,50,Full Coverage,0,2236,100,13,0,5,4,1,99,-50,100
P8136,8136,86,1-5 years,50,Liability-Only,-200,2086,0,21,1,5,1,2,12,-50,50
P8137,8137,0,<1 year,100,Full Coverage,0,2300,0,29,1,7,0,1,6,-50,100
P8138,8138,86,1-5 years,50,Full Coverage,0,2486,50,13,0,4,5,3,99,50,0
P8139,8139,0,1-5 years,50,Full Coverage,0,2250,0,20,0,7,2,3,99,-50,100
P8140,8140,0,>5 years,0,Full Coverage,0,2400,100,26,0,7,1,3,99,50,100
P8141,8141,86,<1 year,100,Full Coverage,0,2336,50,30,1,7,3,3,2,-50,50
P8142,8142,0,1-5 years,50,Full Coverage,0,2300,100,7,0,3,1,3,99,50,100
P8143,8143,86,1-5 years,50,Full Coverage,0,2186,100,28,1,1,4,1,13,-50,50
P8144,8144,0,>5 years,0,Full Coverage,0,2200,50,12,0,5,2,2,99,50,0
P8145,8145,86,>5 years,0,Full Coverage,0,2236,0,18,0,1,1,3,99,-50,0
P8146,8146,86,>5 years,0,Full Coverage,0,2186,50,25,0,6,1,1,99,-50,0
P8147,8147,86,<1 year,100,Full Coverage,0,2536,50,21,1,4,2,1,14,50,100
P8148,8148,0,>5 years,0,Full Coverage,0,2250,0,29,0,2,2,3,99,50,50
P8149,8149,86,>5 years,0,Full Coverage,0,2436,0,28,0,1,3,1,99,-50,50
P8150,8150,86,>5 years,0,Liability-Only,-200,2086,0,3,0,5,1,1,99,-50,100
P8151,8151,86,1-5 years,50,Liability-Only,-200,2136,50,5,0,7,3,2,99,-50,100
P8152,8152,86,>5 years,0,Liability-Only,-200,1936,50,25,0,2,5,3,99,-50,0
P8153,8153,0,1-5 years,50,Full Coverage,0,2300,0,28,1,5,0,1,12,-50,100
P8154,8154,86,1-5 years,50,Full Coverage,0,2386,50,2,1,9,2,1,7,50,50
P8155,8155,0,1-5 years,50,Full Coverage,0,2300,50,8,0,7,3,2,99,50,100
P8156,8156,0,1-5 years,50,Liability-Only,-200,2000,50,1,1,3,4,1,5,-50,100
P8157,8157,0,1-5 years,50,Liability-Only,-200,2100,50,16,0,4,1,3,99,-50,100
P8158,8158,86,1-5 years,50,Full Coverage,0,2336,0,23,1,5,1,3,14,-50,100
P8159,8159,0,>5 years,0,Liability-Only,-200,2100,0,27,0,4,2,2,99,50,100
P8160,8160,86,1-5 years,50,Full Coverage,0,2486,0,16,0,4,2,3,99,50,100
P8161,8161,0,1-5 years,50,Full Coverage,0,2250,100,30,1,5,3,2,10,50,100
P8162,8162,0,1-5 years,50,Liability-Only,-200,2100,50,23,1,4,2,2,4,-50,100
P8163,8163,0,>5 years,0,Full Coverage,0,2500,0,7,0,6,1,1,99,-50,100
P8164,8164,0,1-5 years,50,Liability-Only,-200,2050,0,23,0,6,0,3,99,-50,100
P8165,8165,0,<1 year,100,Full Coverage,0,2600,0,16,1,2,4,2,13,50,100
P8166,8166,0,>5 years,0,Full Coverage,0,2000,100,16,1,4,0,3,8,-50,0
P8167,8167,86,<1 year,100,Liability-Only,-200,2136,50,3,0,2,5,2,99,-50,100
P8168,8168,86,<1 year,100,Full Coverage,0,2486,50,3,0,6,1,3,99,50,100
P8169,8169,86,1-5 years,50,Full Coverage,0,2336,50,2,0,5,4,1,99,50,0
P8170,8170,86,1-5 years,50,Full Coverage,0,2536,0,25,0,4,0,3,99,50,100
P8171,8171,0,<1 year,100,Full Coverage,0,2300,0,27,0,12,4,1,99,-50,100
P8172,8172,0,1-5 years,50,Full Coverage,0,2200,50,19,1,3,3,3,12,-50,100
P8173,8173,86,>5 years,0,Full Coverage,0,2386,0,6,1,6,3,3,1,50,50
P8174,8174,0,1-5 years,50,Liability-Only,-200,2000,50,4,0,4,2,3,99,-50,100
P8175,8175,86,<1 year,100,Liability-Only,-200,2136,50,10,1,6,2,1,14,-50,50
P8176,8176,0,>5 years,0,Liability-Only,-200,2200,0,11,0,4,0,2,99,-50,100
P8177,8177,0,1-5 years,50,Full Coverage,0,2300,0,26,1,6,2,1,4,50,0
P8178,8178,0,1-5 years,50,Full Coverage,0,2400,0,3,1,4,2,2,5,50,50
P8179,8179,0,1-5 years,50,Liability-Only,-200,2050,0,5,1,4,0,1,1,-50,100
P8180,8180,86,1-5 years,50,Liability-Only,-200,2136,0,5,1,10,3,1,9,-50,100
P8181,8181,0,1-5 years,50,Full Coverage,0,2250,0,1,1,5,2,1,1,-50,100
P8182,8182,86,>5 years,0,Full Coverage,0,2336,50,15,0,5,1,2,99,50,0
P8183,8183,86,1-5 years,50,Full Coverage,0,2136,100,23,0,2,2,2,99,-50,0
P8184,8184,0,1-5 years,50,Full Coverage,0,2200,50,24,1,4,1,1,7,-50,100
P8185,8185,86,>5 years,0,Full Coverage,0,2286,0,23,1,3,2,3,9,-50,50
P8186,8186,0,<1 year,100,Liability-Only,-200,2200,0,1,1,8,4,1,10,50,100
P8187,8187,0,<1 year,100,Full Coverage,0,2500,50,6,0,6,2,3,99,50,50
P8188,8188,86,>5 years,0,Full Coverage,0,2336,50,14,1,1,1,1,11,50,100
P8189,8189,0,1-5 years,50,Full Coverage,0,2200,0,26,1,4,3,3,12,-50,50
P8190,8190,86,1-5 years,50,Full Coverage,0,2286,50,18,1,2,3,2,12,-50,100
P8191,8191,0,1-5 years,50,Full Coverage,0,2200,0,28,1,4,1,1,12,-50,50
P8192,8192,0,1-5 years,50,Liability-Only,-200,2000,50,26,1,3,0,2,6,-50,100
P8193,8193,86,<1 year,100,Full Coverage,0,2436,50,16,0,3,2,2,99,-50,100
P8194,8194,86,1-5 years,50,Liability-Only,-200,2036,100,17,1,9,2,1,5,50,0
P8195,8195,86,1-5 years,50,Full Coverage,0,2486,0,8,1,5,1,3,12,50,100
P8196,8196,0,<1 year,100,Liability-Only,-200,2050,50,4,1,9,1,3,14,-50,100
P8197,8197,86,1-5 years,50,Liability-Only,-200,2136,50,19,1,5,1,2,10,50,50
P8198,8198,86,>5 years,0,Full Coverage,0,2136,50,1,0,7,3,3,99,-50,0
P8199,8199,0,>5 years,0,Liability-Only,-200,2050,0,11,0,2,1,1,99,50,50
P8200,8200,0,1-5 years,50,Liability-Only,-200,2150,0,9,1,4,1,2,4,50,100
P8201,8201,0,1-5 years,50,Liability-Only,-200,2000,50,8,1,0,1,3,10,-50,100
P8202,8202,0,1-5 years,50,Full Coverage,0,2300,50,24,0,3,1,2,99,50,100
P8203,8203,0,<1 year,100,Full Coverage,0,2400,0,8,0,6,3,2,99,50,100
P8204,8204,0,1-5 years,50,Liability-Only,-200,2350,50,21,1,3,1,1,12,50,100
P8205,8205,86,<1 year,100,Full Coverage,0,2586,0,5,1,6,3,2,14,-50,100
P8206,8206,0,>5 years,0,Full Coverage,0,2100,0,28,1,12,0,2,14,-50,0
P8207,8207,86,>5 years,0,Liability-Only,-200,2136,50,15,1,2,2,3,13,-50,100
P8208,8208,86,1-5 years,50,Full Coverage,0,2236,50,24,0,6,2,3,99,-50,50
P8209,8209,0,1-5 years,50,Full Coverage,0,2200,50,22,1,7,2,2,1,-50,100
P8210,8210,86,1-5 years,50,Liability-Only,-200,2186,0,24,1,6,2,3,14,-50,100
P8211,8211,0,1-5 years,50,Full Coverage,0,2350,0,18,1,8,1,1,3,50,100
P8212,8212,86,>5 years,0,Liability-Only,-200,2036,0,12,1,9,0,1,9,-50,50
P8213,8213,86,1-5 years,50,Full Coverage,0,2536,0,2,1,5,3,3,13,50,0
P8214,8214,0,<1 year,100,Liability-Only,-200,2100,0,6,0,8,6,2,99,-50,50
P8215,8215,0,>5 years,0,Full Coverage,0,2150,0,28,0,11,3,3,99,-50,50
P8216,8216,0,<1 year,100,Liability-Only,-200,2150,0,11,1,6,2,3,9,-50,50
P8217,8217,0,>5 years,0,Full Coverage,0,2000,100,20,0,4,3,2,99,-50,0
P8218,8218,86,1-5 years,50,Full Coverage,0,2386,50,2,1,6,2,3,3,50,100
P8219,8219,0,1-5 years,50,Full Coverage,0,2350,50,27,0,2,4,1,99,-50,50
P8220,8220,86,<1 year,100,Full Coverage,0,2236,50,7,0,2,2,2,99,-50,0
P8221,8221,0,1-5 years,50,Liability-Only,-200,2050,0,19,1,6,1,2,10,-50,100
P8222,8222,86,>5 years,0,Full Coverage,0,2586,0,12,1,9,4,1,14,50,100
P8223,8223,0,1-5 years,50,Full Coverage,0,2350,0,9,1,6,0,2,11,50,100
P8224,8224,0,>5 years,0,Liability-Only,-200,1950,0,15,1,3,2,1,10,-50,0
P8225,8225,86,1-5 years,50,Liability-Only,-200,2036,0,22,1,3,3,1,11,-50,0
P8226,8226,0,>5 years,0,Full Coverage,0,2150,50,29,1,10,1,2,4,50,0
P8227,8227,86,>5 years,0,Full Coverage,0,2436,0,29,0,6,1,2,99,50,100
P8228,8228,86,1-5 years,50,Full Coverage,0,2286,0,28,0,3,6,1,99,-50,50
P8229,8229,0,1-5 years,50,Full Coverage,0,2150,50,25,1,9,3,1,4,-50,50
P8230,8230,86,>5 years,0,Full Coverage,0,2186,100,27,1,4,1,3,5,-50,100
P8231,8231,86,1-5 years,50,Liability-Only,-200,2236,0,19,0,6,3,2,99,50,100
P8232,8232,0,1-5 years,50,Liability-Only,-200,2050,0,24,0,9,1,1,99,-50,100
P8233,8233,0,1-5 years,50,Full Coverage,0,2350,0,30,1,6,1,1,12,50,100
P8234,8234,86,>5 years,0,Full Coverage,0,2936,50,24,1,9,1,1,10,50,100
P8235,8235,0,<1 year,100,Full Coverage,0,2400,0,26,1,3,0,2,7,-50,100
P8236,8236,0,>5 years,0,Liability-Only,-200,1950,0,26,0,5,1,3,99,-50,50
P8237,8237,0,1-5 years,50,Full Coverage,0,2350,0,25,1,6,4,2,13,50,100
P8238,8238,0,>5 years,0,Full Coverage,0,2250,50,12,0,3,0,2,99,50,100
P8239,8239,0,1-5 years,50,Liability-Only,-200,2200,0,4,1,3,0,3,1,-50,50
P8240,8240,0,1-5 years,50,Full Coverage,0,2150,50,26,1,4,1,2,8,-50,50
P8241,8241,86,>5 years,0,Liability-Only,-200,2236,0,5,1,4,1,1,7,50,100
P8242,8242,86,>5 years,0,Full Coverage,0,2336,100,23,0,4,1,3,99,50,50
P8243,8243,0,>5 years,0,Liability-Only,-200,2100,0,15,1,5,1,2,7,-50,100
P8244,8244,0,1-5 years,50,Liability-Only,-200,2050,0,9,0,8,0,1,99,-50,50
P8245,8245,0,1-5 years,50,Full Coverage,0,2300,0,28,1,5,1,3,7,-50,50
P8246,8246,86,1-5 years,50,Liability-Only,-200,2236,0,24,1,5,2,2,3,50,100
P8247,8247,86,1-5 years,50,Liability-Only,-200,2136,0,15,1,4,5,1,4,-50,100
P8248,8248,0,<1 year,100,Liability-Only,-200,2100,50,23,1,6,0,2,1,-50,100
P8249,8249,0,1-5 years,50,Full Coverage,0,2200,0,15,1,7,1,1,7,-50,50
P8250,8250,0,>5 years,0,Liability-Only,-200,1950,50,19,1,5,0,1,9,50,0
P8251,8251,0,1-5 years,50,Liability-Only,-200,1950,50,30,1,4,1,1,9,-50,50
P8252,8252,86,>5 years,0,Full Coverage,0,2186,100,19,0,3,1,2,99,-50,100
P8253,8253,0,1-5 years,50,Liability-Only,-200,2000,0,4,1,4,1,3,13,-50,50
P8254,8254,0,>5 years,0,Liability-Only,-200,2050,0,17,1,3,2,3,8,-50,100
P8255,8255,86,1-5 years,50,Liability-Only,-200,2086,50,13,0,7,1,1,99,-50,100
P8256,8256,86,>5 years,0,Full Coverage,0,2386,0,13,1,4,2,1,8,50,50
P8257,8257,0,1-5 years,50,Full Coverage,0,2300,0,7,0,3,2,2,99,50,50
P8258,8258,0,>5 years,0,Liability-Only,-200,2000,0,30,1,2,1,1,9,-50,100
P8259,8259,86,1-5 years,50,Full Coverage,0,2436,0,28,1,7,0,2,12,-50,100
P8260,8260,86,1-5 years,50,Full Coverage,0,2336,0,25,0,5,4,3,99,50,0
P8261,8261,86,<1 year,100,Full Coverage,0,2436,50,5,1,3,1,1,11,50,100
P8262,8262,86,1-5 years,50,Full Coverage,0,2336,50,12,0,0,0,2,99,50,50
P8263,8263,0,>5 years,0,Liability-Only,-200,1950,0,10,1,6,4,2,14,-50,50
P8264,8264,0,<1 year,100,Full Coverage,0,2300,50,26,0,9,2,3,99,-50,50
P8265,8265,0,1-5 years,50,Liability-Only,-200,2200,0,15,1,5,3,2,4,50,100
P8266,8266,0,<1 year,100,Full Coverage,0,2350,0,22,0,0,1,3,99,-50,100
P8267,8267,86,>5 years,0,Full Coverage,0,2286,0,21,0,6,2,2,99,-50,50
P8268,8268,86,>5 years,0,Full Coverage,0,2336,50,22,1,5,2,2,3,-50,100
P8269,8269,86,1-5 years,50,Liability-Only,-200,2136,0,1,1,6,2,2,14,-50,100
P8270,8270,86,<1 year,100,Full Coverage,0,2386,0,22,0,6,5,1,99,-50,0
P8271,8271,86,1-5 years,50,Full Coverage,0,2286,0,8,0,8,2,1,99,-50,50
P8272,8272,0,<1 year,100,Full Coverage,0,2150,100,21,0,10,1,2,99,-50,50
P8273,8273,0,1-5 years,50,Liability-Only,-200,2150,0,17,1,4,3,3,2,50,100
P8274,8274,0,1-5 years,50,Full Coverage,0,2300,0,16,0,6,1,1,99,-50,100
P8275,8275,0,1-5 years,50,Liability-Only,-200,2100,0,5,1,6,3,3,13,-50,100
P8276,8276,0,<1 year,100,Liability-Only,-200,2050,50,27,1,4,3,1,14,-50,100
P8277,8277,0,<1 year,100,Liability-Only,-200,2300,0,10,0,2,2,2,99,50,100
P8278,8278,86,<1 year,100,Full Coverage,0,2286,0,14,1,6,2,3,2,-50,0
P8279,8279,0,1-5 years,50,Full Coverage,0,2250,50,2,1,6,2,2,2,50,50
P8280,8280,86,1-5 years,50,Full Coverage,0,2236,50,1,0,7,0,3,99,-50,50
P8281,8281,86,1-5 years,50,Full Coverage,0,2436,50,5,0,5,0,1,99,50,50
P8282,8282,86,1-5 years,50,Liability-Only,-200,2036,0,10,1,6,2,3,3,-50,0
P8283,8283,0,>5 years,0,Full Coverage,0,2200,0,24,0,5,1,1,99,-50,100
P8284,8284,0,1-5 years,50,Full Coverage,0,2300,0,4,1,4,2,3,6,-50,100
P8285,8285,0,>5 years,0,Full Coverage,0,2250,50,21,1,2,1,3,11,50,50
P8286,8286,0,1-5 years,50,Full Coverage,0,2200,50,25,1,3,5,3,2,50,0
P8287,8287,0,<1 year,100,Liability-Only,-200,2100,50,25,0,4,3,2,99,50,50
P8288,8288,0,1-5 years,50,Full Coverage,0,2250,50,20,0,4,0,1,99,-50,50
P8289,8289,0,1-5 years,50,Full Coverage,0,2300,50,11,1,5,2,3,9,-50,100
P8290,8290,0,<1 year,100,Full Coverage,0,2250,50,22,0,9,2,2,99,-50,100
P8291,8291,86,1-5 years,50,Full Coverage,0,2536,50,2,0,9,2,2,99,50,50
P8292,8292,86,>5 years,0,Full Coverage,0,2286,0,19,0,3,0,2,99,-50,100
P8293,8293,0,1-5 years,50,Liability-Only,-200,2000,50,30,1,4,2,1,7,-50,100
P8294,8294,86,1-5 years,50,Liability-Only,-200,2136,50,1,1,5,1,3,3,-50,50
P8295,8295,0,<1 year,100,Full Coverage,0,2250,50,17,1,6,2,2,11,-50,100
P8296,8296,0,<1 year,100,Full Coverage,0,2200,100,22,1,5,5,2,8,-50,100
P8297,8297,0,1-5 years,50,Full Coverage,0,2150,50,6,1,9,2,2,14,-50,50
P8298,8298,86,1-5 years,50,Full Coverage,0,2386,0,5,0,3,1,1,99,-50,100
P8299,8299,0,>5 years,0,Full Coverage,0,2450,50,17,1,5,1,3,7,-50,100
P8300,8300,86,>5 years,0,Full Coverage,0,2186,100,10,1,9,1,1,11,-50,100
P8301,8301,0,1-5 years,50,Liability-Only,-200,2100,50,18,1,5,0,1,6,50,100
P8302,8302,0,1-5 years,50,Liability-Only,-200,1950,50,9,1,13,1,3,10,-50,50
P8303,8303,0,<1 year,100,Full Coverage,0,2250,50,7,1,5,0,2,11,-50,100
P8304,8304,0,1-5 years,50,Full Coverage,0,2100,50,16,1,8,0,1,5,-50,0
P8305,8305,86,>5 years,0,Full Coverage,0,2286,0,11,0,5,3,3,99,-50,50
P8306,8306,0,1-5 years,50,Liability-Only,-200,2150,0,13,0,11,2,3,99,50,100
P8307,8307,86,<1 year,100,Full Coverage,0,2336,0,8,0,0,6,2,99,-50,0
P8308,8308,86,>5 years,0,Liability-Only,-200,2086,0,24,0,4,3,2,99,-50,100
P8309,8309,86,1-5 years,50,Liability-Only,-200,2186,50,1,1,2,4,3,12,50,100
P8310,8310,0,<1 year,100,Full Coverage,0,2300,0,13,0,3,5,1,99,-50,100
P8311,8311,86,1-5 years,50,Liability-Only,-200,2036,50,12,0,5,1,2,99,-50,50
P8312,8312,86,<1 year,100,Full Coverage,0,2236,100,20,1,8,2,3,2,-50,50
P8313,8313,0,1-5 years,50,Full Coverage,0,2200,50,28,0,4,2,2,99,-50,100
P8314,8314,0,>5 years,0,Full Coverage,0,2250,50,12,0,2,0,3,99,50,100
P8315,8315,86,1-5 years,50,Full Coverage,0,2236,0,28,1,5,1,3,5,-50,0
P8316,8316,0,>5 years,0,Liability-Only,-200,2050,0,15,0,5,1,1,99,-50,50
P8317,8317,0,>5 years,0,Full Coverage,0,2150,50,3,0,5,3,3,99,50,0
P8318,8318,86,>5 years,0,Liability-Only,-200,2086,0,7,1,6,2,3,8,-50,50
P8319,8319,0,1-5 years,50,Full Coverage,0,2300,0,19,1,8,3,3,13,50,50
P8320,8320,0,>5 years,0,Full Coverage,0,2450,50,24,1,6,3,3,11,-50,0
P8321,8321,0,1-5 years,50,Liability-Only,-200,2000,50,6,0,4,2,3,99,-50,50
P8322,8322,86,1-5 years,50,Liability-Only,-200,2336,0,3,1,5,4,3,5,-50,100
P8323,8323,0,>5 years,0,Liability-Only,-200,1950,50,1,1,5,2,2,12,-50,100
P8324,8324,86,>5 years,0,Liability-Only,-200,2236,0,8,0,3,2,1,99,50,100
P8325,8325,0,1-5 years,50,Full Coverage,0,2200,50,15,1,7,2,1,14,-50,100
P8326,8326,86,>5 years,0,Full Coverage,0,2336,0,28,0,5,0,2,99,-50,100
P8327,8327,86,1-5 years,50,Liability-Only,-200,2236,0,8,0,5,3,2,99,50,50
P8328,8328,86,1-5 years,50,Full Coverage,0,2386,0,13,1,6,4,3,4,-50,50
P8329,8329,0,<1 year,100,Full Coverage,0,2300,0,12,1,7,2,3,3,-50,100
P8330,8330,86,1-5 years,50,Full Coverage,0,2436,0,25,0,4,3,2,99,50,100
P8331,8331,86,1-5 years,50,Full Coverage,0,2436,100,7,1,3,2,2,2,-50,100
P8332,8332,86,1-5 years,50,Full Coverage,0,2286,50,16,0,6,2,3,99,-50,100
P8333,8333,0,1-5 years,50,Full Coverage,0,2350,0,24,1,4,1,2,6,50,100
P8334,8334,86,<1 year,100,Full Coverage,0,2386,50,1,1,7,4,3,7,50,50
P8335,8335,0,<1 year,100,Full Coverage,0,2300,50,1,0,8,0,3,99,50,50
P8336,8336,86,1-5 years,50,Full Coverage,0,2436,50,23,0,5,2,1,99,50,100
P8337,8337,86,1-5 years,50,Liability-Only,-200,2186,0,30,1,4,1,2,3,50,50
P8338,8338,0,1-5 years,50,Liability-Only,-200,2200,50,7,0,1,2,1,99,50,0
P8339,8339,0,1-5 years,50,Liability-Only,-200,2050,50,30,1,9,1,3,7,-50,50
P8340,8340,86,1-5 years,50,Liability-Only,-200,2036,100,3,1,4,1,3,2,-50,50
P8341,8341,86,<1 year,100,Full Coverage,0,2486,0,22,0,8,1,2,99,50,50
P8342,8342,86,1-5 years,50,Full Coverage,0,2286,0,29,1,8,1,1,11,-50,50
P8343,8343,0,>5 years,0,Full Coverage,0,2250,50,6,1,2,3,3,9,-50,100
P8344,8344,86,1-5 years,50,Full Coverage,0,2186,100,6,0,8,7,1,99,-50,50
P8345,8345,0,1-5 years,50,Liability-Only,-200,2100,0,4,1,4,1,3,9,50,50
P8346,8346,86,<1 year,100,Full Coverage,0,2486,0,9,1,7,1,2,12,50,50
P8347,8347,86,1-5 years,50,Liability-Only,-200,2236,50,20,0,8,5,2,99,50,100
P8348,8348,86,1-5 years,50,Full Coverage,0,2386,50,20,1,5,4,3,11,50,100
P8349,8349,0,>5 years,0,Full Coverage,0,2300,0,27,1,8,1,1,3,-50,100
P8350,8350,0,1-5 years,50,Full Coverage,0,2500,50,28,1,6,3,1,6,50,100
P8351,8351,86,1-5 years,50,Full Coverage,0,2736,0,30,1,3,2,1,13,-50,100
P8352,8352,0,1-5 years,50,Liability-Only,-200,2050,50,15,0,4,2,1,99,50,50
P8353,8353,86,<1 year,100,Liability-Only,-200,2136,0,26,1,6,2,3,2,-50,50
P8354,8354,0,>5 years,0,Full Coverage,0,2350,0,5,1,2,3,3,1,50,50
P8355,8355,0,1-5 years,50,Full Coverage,0,2250,50,15,0,8,0,2,99,-50,100
